Plate,Sample_name,primer,NWFSCsampleID,dilution,techRep,SampleUID,PlateNo
320,MV1-52193-1806-d1-1_S66,MV1,52193-1806,d1,1,MV1-52193-1806-d1-1_S66_320,2
315,MFU-52193-1808-d1-1_S8,MFU,52193-1808,d1,1,MFU-52193-1808-d1-1_S8_315,2.3
328,MV1-52193-1808-d1-1_S8,MV1,52193-1808,d1,1,MV1-52193-1808-d1-1_S8_328,2.3
313,MFU-52193-1811-d1-1_S54,MFU,52193-1811,d1,1,MFU-52193-1811-d1-1_S54_313,2.1
323,MV1-52193-1811-d1-1_S40,MV1,52193-1811,d1,1,MV1-52193-1811-d1-1_S40_323,2.1
324,MV1-52193-1811-d1-2_S54,MV1,52193-1811,d1,2,MV1-52193-1811-d1-2_S54_324,2.1
325,MV1-52193-1811-d1-3_S54,MV1,52193-1811,d1,3,MV1-52193-1811-d1-3_S54_325,2.1
317,MFU-52193-1812-d1-1_S7,MFU,52193-1812,d1,1,MFU-52193-1812-d1-1_S7_317,2.5
330,MV1-52193-1812-d1-1_S8,MV1,52193-1812,d1,1,MV1-52193-1812-d1-1_S8_330,2.5
304,MFU-52193-1816-d1-1_S267,MFU,52193-1816,d1,1,MFU-52193-1816-d1-1_S267_304,2
306,DL-52193-1816-d1-1,DL,52193-1816,d1,1,DL-52193-1816-d1-1_306,2
307,DL-52193-1816-d1-2,DL,52193-1816,d1,2,DL-52193-1816-d1-2_307,2
308,DL-52193-1816-d1-3,DL,52193-1816,d1,3,DL-52193-1816-d1-3_308,2
308,DL-52193-1816-d1-4,DL,52193-1816,d1,4,DL-52193-1816-d1-4_308,2
308,DL-52193-1816-d1-5,DL,52193-1816,d1,5,DL-52193-1816-d1-5_308,2
320,MV1-52193-1816-d1-1_S67,MV1,52193-1816,d1,1,MV1-52193-1816-d1-1_S67_320,2
315,MFU-52193-1818-d5-1_S45,MFU,52193-1818,d5,1,MFU-52193-1818-d5-1_S45_315,2.3
328,MV1-52193-1818-d5-1_S65,MV1,52193-1818,d5,1,MV1-52193-1818-d5-1_S65_328,2.3
313,MFU-52193-182-d1-1_S22,MFU,52193-182,d1,1,MFU-52193-182-d1-1_S22_313,2.1
323,MV1-52193-182-d1-1_S16,MV1,52193-182,d1,1,MV1-52193-182-d1-1_S16_323,2.1
324,MV1-52193-182-d1-2_S22,MV1,52193-182,d1,2,MV1-52193-182-d1-2_S22_324,2.1
325,MV1-52193-182-d1-3_S22,MV1,52193-182,d1,3,MV1-52193-182-d1-3_S22_325,2.1
317,MFU-52193-1826-d1-1_S45,MFU,52193-1826,d1,1,MFU-52193-1826-d1-1_S45_317,2.5
330,MV1-52193-1826-d1-1_S62,MV1,52193-1826,d1,1,MV1-52193-1826-d1-1_S62_330,2.5
304,MFU-52193-1828-d5-1_S269,MFU,52193-1828,d5,1,MFU-52193-1828-d5-1_S269_304,2
306,DL-52193-1828-d1-1,DL,52193-1828,d1,1,DL-52193-1828-d1-1_306,2
307,DL-52193-1828-d1-2,DL,52193-1828,d1,2,DL-52193-1828-d1-2_307,2
308,DL-52193-1828-d1-3,DL,52193-1828,d1,3,DL-52193-1828-d1-3_308,2
320,MV1-52193-1828-d10-1_S68,MV1,52193-1828,d10,1,MV1-52193-1828-d10-1_S68_320,2
304,MFU-52193-1834-d1-1_S270,MFU,52193-1834,d1,1,MFU-52193-1834-d1-1_S270_304,2
306,DL-52193-1834-d1-1,DL,52193-1834,d1,1,DL-52193-1834-d1-1_306,2
307,DL-52193-1834-d1-2,DL,52193-1834,d1,2,DL-52193-1834-d1-2_307,2
308,DL-52193-1834-d1-3,DL,52193-1834,d1,3,DL-52193-1834-d1-3_308,2
320,MV1-52193-1834-d10-1_S70,MV1,52193-1834,d10,1,MV1-52193-1834-d10-1_S70_320,2
304,MFU-52193-1836-d1-1_S271,MFU,52193-1836,d1,1,MFU-52193-1836-d1-1_S271_304,2
306,DL-52193-1836-d1-1,DL,52193-1836,d1,1,DL-52193-1836-d1-1_306,2
307,DL-52193-1836-d1-2,DL,52193-1836,d1,2,DL-52193-1836-d1-2_307,2
308,DL-52193-1836-d1-3,DL,52193-1836,d1,3,DL-52193-1836-d1-3_308,2
320,MV1-52193-1836-d20-1_S93,MV1,52193-1836,d20,1,MV1-52193-1836-d20-1_S93_320,2
304,MFU-52193-1840-d1-1_S273,MFU,52193-1840,d1,1,MFU-52193-1840-d1-1_S273_304,2
306,DL-52193-1840-d1-1,DL,52193-1840,d1,1,DL-52193-1840-d1-1_306,2
307,DL-52193-1840-d1-2,DL,52193-1840,d1,2,DL-52193-1840-d1-2_307,2
308,DL-52193-1840-d1-3,DL,52193-1840,d1,3,DL-52193-1840-d1-3_308,2
320,MV1-52193-1840-d1-1_S71,MV1,52193-1840,d1,1,MV1-52193-1840-d1-1_S71_320,2
304,MFU-52193-1843-d5-1_S275,MFU,52193-1843,d5,1,MFU-52193-1843-d5-1_S275_304,2
306,DL-52193-1843-d1-1,DL,52193-1843,d1,1,DL-52193-1843-d1-1_306,2
307,DL-52193-1843-d1-2,DL,52193-1843,d1,2,DL-52193-1843-d1-2_307,2
308,DL-52193-1843-d1-3,DL,52193-1843,d1,3,DL-52193-1843-d1-3_308,2
320,MV1-52193-1843-d1-1_S72,MV1,52193-1843,d1,1,MV1-52193-1843-d1-1_S72_320,2
316,MFU-52193-1845-d1-1_S11,MFU,52193-1845,d1,1,MFU-52193-1845-d1-1_S11_316,2.4
329,MV1-52193-1845-d1-1_S15,MV1,52193-1845,d1,1,MV1-52193-1845-d1-1_S15_329,2.4
314,MFU-52193-1847-d1-1_S4,MFU,52193-1847,d1,1,MFU-52193-1847-d1-1_S4_314,2.2
326,MV1-52193-1847-d1-1_S5,MV1,52193-1847,d1,1,MV1-52193-1847-d1-1_S5_326,2.2
327,MV1-52193-1847-d1-2_S5,MV1,52193-1847,d1,2,MV1-52193-1847-d1-2_S5_327,2.2
317,MFU-52193-1849-d1-1_S3,MFU,52193-1849,d1,1,MFU-52193-1849-d1-1_S3_317,2.5
330,MV1-52193-1849-d1-1_S3,MV1,52193-1849,d1,1,MV1-52193-1849-d1-1_S3_330,2.5
304,MFU-52193-1853-d1-1_S276,MFU,52193-1853,d1,1,MFU-52193-1853-d1-1_S276_304,2
306,DL-52193-1853-d1-1,DL,52193-1853,d1,1,DL-52193-1853-d1-1_306,2
307,DL-52193-1853-d1-2,DL,52193-1853,d1,2,DL-52193-1853-d1-2_307,2
308,DL-52193-1853-d1-3,DL,52193-1853,d1,3,DL-52193-1853-d1-3_308,2
320,MV1-52193-1853-d10-1_S74,MV1,52193-1853,d10,1,MV1-52193-1853-d10-1_S74_320,2
315,MFU-52193-1855-d5-1_S12,MFU,52193-1855,d5,1,MFU-52193-1855-d5-1_S12_315,2.3
328,MV1-52193-1855-d5-1_S16,MV1,52193-1855,d5,1,MV1-52193-1855-d5-1_S16_328,2.3
314,MFU-52193-1857-d1-1_S50,MFU,52193-1857,d1,1,MFU-52193-1857-d1-1_S50_314,2.2
326,MV1-52193-1857-d1-1_S62,MV1,52193-1857,d1,1,MV1-52193-1857-d1-1_S62_326,2.2
327,MV1-52193-1857-d1-2_S62,MV1,52193-1857,d1,2,MV1-52193-1857-d1-2_S62_327,2.2
316,MFU-52193-1859-d1-1_S9,MFU,52193-1859,d1,1,MFU-52193-1859-d1-1_S9_316,2.4
329,MV1-52193-1859-d1-1_S12,MV1,52193-1859,d1,1,MV1-52193-1859-d1-1_S12_329,2.4
317,MFU-52193-186-d10-1_S107,MFU,52193-186,d10,1,MFU-52193-186-d10-1_S107_317,2.6
329,MV1-52193-186-d5-1_S19,MV1,52193-186,d5,1,MV1-52193-186-d5-1_S19_329,2.4
329,MV1-52193-186-d5-1_S19,MV1,52193-186,d5,1,MV1-52193-186-d5-1_S19_329,2.4
313,MFU-52193-1861-d1-1_S15,MFU,52193-1861,d1,1,MFU-52193-1861-d1-1_S15_313,2.1
323,MV1-52193-1861-d1-1_S9,MV1,52193-1861,d1,1,MV1-52193-1861-d1-1_S9_323,2.1
324,MV1-52193-1861-d1-2_S15,MV1,52193-1861,d1,2,MV1-52193-1861-d1-2_S15_324,2.1
325,MV1-52193-1861-d1-3_S15,MV1,52193-1861,d1,3,MV1-52193-1861-d1-3_S15_325,2.1
317,MFU-52193-1865-d1-1_S87,MFU,52193-1865,d1,1,MFU-52193-1865-d1-1_S87_317,2.5
330,MV1-52193-1865-d10-1_S42,MV1,52193-1865,d10,1,MV1-52193-1865-d10-1_S42_330,2.5
304,MFU-52193-1867-d1-1_S277,MFU,52193-1867,d1,1,MFU-52193-1867-d1-1_S277_304,2
306,DL-52193-1867-d1-1,DL,52193-1867,d1,1,DL-52193-1867-d1-1_306,2
307,DL-52193-1867-d1-2,DL,52193-1867,d1,2,DL-52193-1867-d1-2_307,2
308,DL-52193-1867-d1-3,DL,52193-1867,d1,3,DL-52193-1867-d1-3_308,2
320,MV1-52193-1867-d10-1_S75,MV1,52193-1867,d10,1,MV1-52193-1867-d10-1_S75_320,2
313,MFU-52193-1869-d1-1_S69,MFU,52193-1869,d1,1,MFU-52193-1869-d1-1_S69_313,2.1
323,MV1-52193-1869-d1-1_S50,MV1,52193-1869,d1,1,MV1-52193-1869-d1-1_S50_323,2.1
324,MV1-52193-1869-d1-2_S69,MV1,52193-1869,d1,2,MV1-52193-1869-d1-2_S69_324,2.1
325,MV1-52193-1869-d1-3_S69,MV1,52193-1869,d1,3,MV1-52193-1869-d1-3_S69_325,2.1
313,MFU-52193-1871-d1-1_S18,MFU,52193-1871,d1,1,MFU-52193-1871-d1-1_S18_313,2.1
323,MV1-52193-1871-d1-1_S12,MV1,52193-1871,d1,1,MV1-52193-1871-d1-1_S12_323,2.1
324,MV1-52193-1871-d1-2_S18,MV1,52193-1871,d1,2,MV1-52193-1871-d1-2_S18_324,2.1
325,MV1-52193-1871-d1-3_S18,MV1,52193-1871,d1,3,MV1-52193-1871-d1-3_S18_325,2.1
315,MFU-52193-1873-d1-1_S16,MFU,52193-1873,d1,1,MFU-52193-1873-d1-1_S16_315,2.3
328,MV1-52193-1873-d1-1_S20,MV1,52193-1873,d1,1,MV1-52193-1873-d1-1_S20_328,2.3
304,MFU-52193-1877-d1-1_S279,MFU,52193-1877,d1,1,MFU-52193-1877-d1-1_S279_304,2
306,DL-52193-1877-d1-1,DL,52193-1877,d1,1,DL-52193-1877-d1-1_306,2
307,DL-52193-1877-d1-2,DL,52193-1877,d1,2,DL-52193-1877-d1-2_307,2
308,DL-52193-1877-d1-3,DL,52193-1877,d1,3,DL-52193-1877-d1-3_308,2
320,MV1-52193-1877-d10-1_S77,MV1,52193-1877,d10,1,MV1-52193-1877-d10-1_S77_320,2
304,MFU-52193-1879-d1-1_S280,MFU,52193-1879,d1,1,MFU-52193-1879-d1-1_S280_304,2
306,DL-52193-1879-d1-1,DL,52193-1879,d1,1,DL-52193-1879-d1-1_306,2
307,DL-52193-1879-d1-2,DL,52193-1879,d1,2,DL-52193-1879-d1-2_307,2
308,DL-52193-1879-d1-3,DL,52193-1879,d1,3,DL-52193-1879-d1-3_308,2
320,MV1-52193-1879-d1-1_S78,MV1,52193-1879,d1,1,MV1-52193-1879-d1-1_S78_320,2
304,MFU-52193-1887-d1-1_S282,MFU,52193-1887,d1,1,MFU-52193-1887-d1-1_S282_304,2
306,DL-52193-1887-d1-1,DL,52193-1887,d1,1,DL-52193-1887-d1-1_306,2
307,DL-52193-1887-d1-2,DL,52193-1887,d1,2,DL-52193-1887-d1-2_307,2
308,DL-52193-1887-d1-3,DL,52193-1887,d1,3,DL-52193-1887-d1-3_308,2
320,MV1-52193-1887-d1-1_S80,MV1,52193-1887,d1,1,MV1-52193-1887-d1-1_S80_320,2
317,MFU-52193-189-d5-1_S72,MFU,52193-189,d5,1,MFU-52193-189-d5-1_S72_317,2.5
330,MV1-52193-189-d10-1_S36,MV1,52193-189,d10,1,MV1-52193-189-d10-1_S36_330,2.5
304,MFU-52193-1892-d1-1_S283,MFU,52193-1892,d1,1,MFU-52193-1892-d1-1_S283_304,2
306,DL-52193-1892-d1-1,DL,52193-1892,d1,1,DL-52193-1892-d1-1_306,2
307,DL-52193-1892-d1-2,DL,52193-1892,d1,2,DL-52193-1892-d1-2_307,2
308,DL-52193-1892-d1-3,DL,52193-1892,d1,3,DL-52193-1892-d1-3_308,2
320,MV1-52193-1892-d1-1_S81,MV1,52193-1892,d1,1,MV1-52193-1892-d1-1_S81_320,2
304,MFU-52193-1898-d1-1_S284,MFU,52193-1898,d1,1,MFU-52193-1898-d1-1_S284_304,2
306,DL-52193-1898-d1-1,DL,52193-1898,d1,1,DL-52193-1898-d1-1_306,2
307,DL-52193-1898-d1-2,DL,52193-1898,d1,2,DL-52193-1898-d1-2_307,2
308,DL-52193-1898-d1-3,DL,52193-1898,d1,3,DL-52193-1898-d1-3_308,2
320,MV1-52193-1898-d1-1_S82,MV1,52193-1898,d1,1,MV1-52193-1898-d1-1_S82_320,2
317,MFU-52193-190-d1-1_S36,MFU,52193-190,d1,1,MFU-52193-190-d1-1_S36_317,2.5
330,MV1-52193-190-d1-1_S51,MV1,52193-190,d1,1,MV1-52193-190-d1-1_S51_330,2.5
304,MFU-52193-1904-d1-1_S285,MFU,52193-1904,d1,1,MFU-52193-1904-d1-1_S285_304,2
306,DL-52193-1904-d1-1,DL,52193-1904,d1,1,DL-52193-1904-d1-1_306,2
307,DL-52193-1904-d1-2,DL,52193-1904,d1,2,DL-52193-1904-d1-2_307,2
308,DL-52193-1904-d1-3,DL,52193-1904,d1,3,DL-52193-1904-d1-3_308,2
308,DL-52193-1904-d1-4,DL,52193-1904,d1,4,DL-52193-1904-d1-4_308,2
308,DL-52193-1904-d1-5,DL,52193-1904,d1,5,DL-52193-1904-d1-5_308,2
320,MV1-52193-1904-d1-1_S83,MV1,52193-1904,d1,1,MV1-52193-1904-d1-1_S83_320,2
306,DL-52193-1908-d1-1,DL,52193-1908,d1,1,DL-52193-1908-d1-1_306,2
307,DL-52193-1908-d1-2,DL,52193-1908,d1,2,DL-52193-1908-d1-2_307,2
308,DL-52193-1908-d1-3,DL,52193-1908,d1,3,DL-52193-1908-d1-3_308,2
318,MFU-52193-1908-d10-1_S66,MFU,52193-1908,d10,1,MFU-52193-1908-d10-1_S66_318,2
320,MV1-52193-1908-d10-1_S84,MV1,52193-1908,d10,1,MV1-52193-1908-d10-1_S84_320,2
316,MFU-52193-192-d1-1_S33,MFU,52193-192,d1,1,MFU-52193-192-d1-1_S33_316,2.4
329,MV1-52193-192-d1-1_S55,MV1,52193-192,d1,1,MV1-52193-192-d1-1_S55_329,2.4
315,MFU-52193-194-d1-1_S51,MFU,52193-194,d1,1,MFU-52193-194-d1-1_S51_315,2.3
328,MV1-52193-194-d1-1_S75,MV1,52193-194,d1,1,MV1-52193-194-d1-1_S75_328,2.3
318,MFU-52193-199-d10-1_S11,MFU,52193-199,d10,1,MFU-52193-199-d10-1_S11_318,2.6
331,MV1-52193-199-d10-1_S54,MV1,52193-199,d10,1,MV1-52193-199-d10-1_S54_331,2.6
316,MFU-52193-200-d10-1_S74,MFU,52193-200,d10,1,MFU-52193-200-d10-1_S74_316,2.4
329,MV1-52193-200-d10-1_S46,MV1,52193-200,d10,1,MV1-52193-200-d10-1_S46_329,2.4
313,MFU-52193-202-d1-1_S66,MFU,52193-202,d1,1,MFU-52193-202-d1-1_S66_313,2.1
323,MV1-52193-202-d1-1_S47,MV1,52193-202,d1,1,MV1-52193-202-d1-1_S47_323,2.1
324,MV1-52193-202-d1-2_S66,MV1,52193-202,d1,2,MV1-52193-202-d1-2_S66_324,2.1
325,MV1-52193-202-d1-3_S66,MV1,52193-202,d1,3,MV1-52193-202-d1-3_S66_325,2.1
317,MFU-52193-204-d1-1_S51,MFU,52193-204,d1,1,MFU-52193-204-d1-1_S51_317,2.5
330,MV1-52193-204-d1-1_S71,MV1,52193-204,d1,1,MV1-52193-204-d1-1_S71_330,2.5
314,MFU-52193-206-d1-1_S61,MFU,52193-206,d1,1,MFU-52193-206-d1-1_S61_314,2.2
326,MV1-52193-206-d1-1_S76,MV1,52193-206,d1,1,MV1-52193-206-d1-1_S76_326,2.2
327,MV1-52193-206-d1-2_S76,MV1,52193-206,d1,2,MV1-52193-206-d1-2_S76_327,2.2
316,MFU-52193-21-d1-1_S40,MFU,52193-21,d1,1,MFU-52193-21-d1-1_S40_316,2.4
329,MV1-52193-21-d1-1_S64,MV1,52193-21,d1,1,MV1-52193-21-d1-1_S64_329,2.4
317,MFU-52193-210-d1-1_S74,MFU,52193-210,d1,1,MFU-52193-210-d1-1_S74_317,2.5
330,MV1-52193-210-d10-1_S41,MV1,52193-210,d10,1,MV1-52193-210-d10-1_S41_330,2.5
318,MFU-52193-213-d10-1_S10,MFU,52193-213,d10,1,MFU-52193-213-d10-1_S10_318,2.6
316,MFU-52193-219-d1-1_S32,MFU,52193-219,d1,1,MFU-52193-219-d1-1_S32_316,2.4
329,MV1-52193-219-d1-1_S54,MV1,52193-219,d1,1,MV1-52193-219-d1-1_S54_329,2.4
318,MFU-52193-222-d10-1_S9,MFU,52193-222,d10,1,MFU-52193-222-d10-1_S9_318,2.6
317,MFU-52193-225-d10-1_S99,MFU,52193-225,d10,1,MFU-52193-225-d10-1_S99_317,2.6
331,MV1-52193-225-d10-1_S40,MV1,52193-225,d10,1,MV1-52193-225-d10-1_S40_331,2.6
318,MFU-52193-226-d10-1_S8,MFU,52193-226,d10,1,MFU-52193-226-d10-1_S8_318,2.6
331,MV1-52193-226-d10-1_S50,MV1,52193-226,d10,1,MV1-52193-226-d10-1_S50_331,2.6
313,MFU-52193-227-d1-1_S75,MFU,52193-227,d1,1,MFU-52193-227-d1-1_S75_313,2.1
323,MV1-52193-227-d1-1_S55,MV1,52193-227,d1,1,MV1-52193-227-d1-1_S55_323,2.1
324,MV1-52193-227-d1-2_S75,MV1,52193-227,d1,2,MV1-52193-227-d1-2_S75_324,2.1
325,MV1-52193-227-d1-3_S75,MV1,52193-227,d1,3,MV1-52193-227-d1-3_S75_325,2.1
317,MFU-52193-229-d1-1_S42,MFU,52193-229,d1,1,MFU-52193-229-d1-1_S42_317,2.5
330,MV1-52193-229-d1-1_S58,MV1,52193-229,d1,1,MV1-52193-229-d1-1_S58_330,2.5
315,MFU-52193-23-d1-1_S23,MFU,52193-23,d1,1,MFU-52193-23-d1-1_S23_315,2.3
328,MV1-52193-23-d1-1_S30,MV1,52193-23,d1,1,MV1-52193-23-d1-1_S30_328,2.3
316,MFU-52193-231-d1-1_S39,MFU,52193-231,d1,1,MFU-52193-231-d1-1_S39_316,2.4
329,MV1-52193-231-d1-1_S63,MV1,52193-231,d1,1,MV1-52193-231-d1-1_S63_329,2.4
315,MFU-52193-235-d1-1_S2,MFU,52193-235,d1,1,MFU-52193-235-d1-1_S2_315,2.3
328,MV1-52193-235-d1-1_S2,MV1,52193-235,d1,1,MV1-52193-235-d1-1_S2_328,2.3
318,MFU-52193-238-d10-1_S15,MFU,52193-238,d10,1,MFU-52193-238-d10-1_S15_318,2.6
331,MV1-52193-238-d1-1_S24,MV1,52193-238,d1,1,MV1-52193-238-d1-1_S24_331,2.6
317,MFU-52193-247-d10-1_S101,MFU,52193-247,d10,1,MFU-52193-247-d10-1_S101_317,2.6
331,MV1-52193-247-d1-1_S12,MV1,52193-247,d1,1,MV1-52193-247-d1-1_S12_331,2.6
331,MV1-52193-247-d1-1_S12,MV1,52193-247,d1,1,MV1-52193-247-d1-1_S12_331,2.6
318,MFU-52193-248-d10-1_S14,MFU,52193-248,d10,1,MFU-52193-248-d10-1_S14_318,2.6
331,MV1-52193-248-d10-1_S55,MV1,52193-248,d10,1,MV1-52193-248-d10-1_S55_331,2.6
317,MFU-52193-25-d1-1_S55,MFU,52193-25,d1,1,MFU-52193-25-d1-1_S55_317,2.5
330,MV1-52193-25-d1-1_S75,MV1,52193-25,d1,1,MV1-52193-25-d1-1_S75_330,2.5
331,MV1-52193-250-d10-1_S51,MV1,52193-250,d10,1,MV1-52193-250-d10-1_S51_331,2.5
316,MFU-52193-251-d1-1_S35,MFU,52193-251,d1,1,MFU-52193-251-d1-1_S35_316,2.4
329,MV1-52193-251-d1-1_S57,MV1,52193-251,d1,1,MV1-52193-251-d1-1_S57_329,2.4
315,MFU-52193-253-d1-1_S14,MFU,52193-253,d1,1,MFU-52193-253-d1-1_S14_315,2.3
328,MV1-52193-253-d1-1_S18,MV1,52193-253,d1,1,MV1-52193-253-d1-1_S18_328,2.3
314,MFU-52193-255-d1-1_S49,MFU,52193-255,d1,1,MFU-52193-255-d1-1_S49_314,2.2
326,MV1-52193-255-d1-1_S61,MV1,52193-255,d1,1,MV1-52193-255-d1-1_S61_326,2.2
327,MV1-52193-255-d1-2_S61,MV1,52193-255,d1,2,MV1-52193-255-d1-2_S61_327,2.2
318,MFU-52193-259-d10-1_S70,MFU,52193-259,d10,1,MFU-52193-259-d10-1_S70_318,2.1
323,MV1-52193-259-d10-1_S70,MV1,52193-259,d10,1,MV1-52193-259-d10-1_S70_323,2.1
324,MV1-52193-259-d10-2_S32,MV1,52193-259,d10,2,MV1-52193-259-d10-2_S32_324,2.1
325,MV1-52193-259-d10-3_S32,MV1,52193-259,d10,3,MV1-52193-259-d10-3_S32_325,2.1
318,MFU-52193-262-d10-1_S13,MFU,52193-262,d10,1,MFU-52193-262-d10-1_S13_318,2.6
317,MFU-52193-267-d1-1_S85,MFU,52193-267,d1,1,MFU-52193-267-d1-1_S85_317,2.5
330,MV1-52193-267-d10-1_S87,MV1,52193-267,d10,1,MV1-52193-267-d10-1_S87_330,2.5
316,MFU-52193-269-d10-1_S66,MFU,52193-269,d10,1,MFU-52193-269-d10-1_S66_316,2.4
329,MV1-52193-269-d10-1_S27,MV1,52193-269,d10,1,MV1-52193-269-d10-1_S27_329,2.4
318,MFU-52193-275-d10-1_S71,MFU,52193-275,d10,1,MFU-52193-275-d10-1_S71_318,2.1
323,MV1-52193-275-d10-1_S71,MV1,52193-275,d10,1,MV1-52193-275-d10-1_S71_323,2.1
324,MV1-52193-275-d10-2_S73,MV1,52193-275,d10,2,MV1-52193-275-d10-2_S73_324,2.1
325,MV1-52193-275-d10-3_S73,MV1,52193-275,d10,3,MV1-52193-275-d10-3_S73_325,2.6
318,MFU-52193-28-d10-1_S3,MFU,52193-28,d10,1,MFU-52193-28-d10-1_S3_318,2.6
331,MV1-52193-28-d1-1_S20,MV1,52193-28,d1,1,MV1-52193-28-d1-1_S20_331,2.6
317,MFU-52193-29-d10-1_S105,MFU,52193-29,d10,1,MFU-52193-29-d10-1_S105_317,2.6
331,MV1-52193-29-d1-1_S17,MV1,52193-29,d1,1,MV1-52193-29-d1-1_S17_331,2.6
331,MV1-52193-29-d1-1_S17,MV1,52193-29,d1,1,MV1-52193-29-d1-1_S17_331,2.6
318,MFU-52193-294-d10-1_S72,MFU,52193-294,d10,1,MFU-52193-294-d10-1_S72_318,2.1
323,MV1-52193-294-d10-1_S72,MV1,52193-294,d10,1,MV1-52193-294-d10-1_S72_323,2.1
324,MV1-52193-294-d10-2_S58,MV1,52193-294,d10,2,MV1-52193-294-d10-2_S58_324,2.1
325,MV1-52193-294-d10-3_S58,MV1,52193-294,d10,3,MV1-52193-294-d10-3_S58_325,2.1
317,MFU-52193-296-d10-1_S95,MFU,52193-296,d10,1,MFU-52193-296-d10-1_S95_317,2.6
331,MV1-52193-296-d10-1_S37,MV1,52193-296,d10,1,MV1-52193-296-d10-1_S37_331,2.6
318,MFU-52193-297-d10-1_S17,MFU,52193-297,d10,1,MFU-52193-297-d10-1_S17_318,2.6
316,MFU-52193-298-d1-1_S54,MFU,52193-298,d1,1,MFU-52193-298-d1-1_S54_316,2.4
329,MV1-52193-298-d1-1_S86,MV1,52193-298,d1,1,MV1-52193-298-d1-1_S86_329,2.4
318,MFU-52193-30-d10-1_S2,MFU,52193-30,d10,1,MFU-52193-30-d10-1_S2_318,2.6
313,MFU-52193-300-d1-1_S17,MFU,52193-300,d1,1,MFU-52193-300-d1-1_S17_313,2.1
323,MV1-52193-300-d1-1_S11,MV1,52193-300,d1,1,MV1-52193-300-d1-1_S11_323,2.1
324,MV1-52193-300-d1-2_S17,MV1,52193-300,d1,2,MV1-52193-300-d1-2_S17_324,2.1
325,MV1-52193-300-d1-3_S17,MV1,52193-300,d1,3,MV1-52193-300-d1-3_S17_325,2.1
316,MFU-52193-302-d1-1_S14,MFU,52193-302,d1,1,MFU-52193-302-d1-1_S14_316,2.4
329,MV1-52193-302-d1-1_S20,MV1,52193-302,d1,1,MV1-52193-302-d1-1_S20_329,2.4
329,MV1-52193-306-d10-1_S61,MV1,52193-306,d10,1,MV1-52193-306-d10-1_S61_329,2.4
329,MV1-52193-309-d10-1_S13,MV1,52193-309,d10,1,MV1-52193-309-d10-1_S13_329,2.4
317,MFU-52193-31-d10-1_S106,MFU,52193-31,d10,1,MFU-52193-31-d10-1_S106_317,2.6
318,MFU-52193-319-d10-1_S19,MFU,52193-319,d10,1,MFU-52193-319-d10-1_S19_318,2.6
315,MFU-52193-32-d1-1_S1,MFU,52193-32,d1,1,MFU-52193-32-d1-1_S1_315,2.3
328,MV1-52193-32-d1-1_S1,MV1,52193-32,d1,1,MV1-52193-32-d1-1_S1_328,2.3
317,MFU-52193-320-d10-1_S102,MFU,52193-320,d10,1,MFU-52193-320-d10-1_S102_317,2.6
331,MV1-52193-320-d5-1_S13,MV1,52193-320,d5,1,MV1-52193-320-d5-1_S13_331,2.6
331,MV1-52193-320-d5-1_S13,MV1,52193-320,d5,1,MV1-52193-320-d5-1_S13_331,2.6
318,MFU-52193-321-d10-1_S18,MFU,52193-321,d10,1,MFU-52193-321-d10-1_S18_318,2.6
315,MFU-52193-330-d10-1_S66,MFU,52193-330,d10,1,MFU-52193-330-d10-1_S66_315,2.3
328,MV1-52193-330-d10-1_S14,MV1,52193-330,d10,1,MV1-52193-330-d10-1_S14_328,2.3
313,MFU-52193-332-d5-1_S2,MFU,52193-332,d5,1,MFU-52193-332-d5-1_S2_313,2.1
323,MV1-52193-332-d10-1_S73,MV1,52193-332,d10,1,MV1-52193-332-d10-1_S73_323,2.1
324,MV1-52193-332-d10-2_S2,MV1,52193-332,d10,2,MV1-52193-332-d10-2_S2_324,2.1
325,MV1-52193-332-d10-3_S2,MV1,52193-332,d10,3,MV1-52193-332-d10-3_S2_325,2.1
315,MFU-52193-334-d1-1_S56,MFU,52193-334,d1,1,MFU-52193-334-d1-1_S56_315,2.3
328,MV1-52193-334-d1-1_S82,MV1,52193-334,d1,1,MV1-52193-334-d1-1_S82_328,2.3
314,MFU-52193-336-d1-1_S5,MFU,52193-336,d1,1,MFU-52193-336-d1-1_S5_314,2.2
326,MV1-52193-336-d1-1_S6,MV1,52193-336,d1,1,MV1-52193-336-d1-1_S6_326,2.2
327,MV1-52193-336-d1-2_S6,MV1,52193-336,d1,2,MV1-52193-336-d1-2_S6_327,2.2
313,MFU-52193-338-d1-1_S64,MFU,52193-338,d1,1,MFU-52193-338-d1-1_S64_313,2.1
323,MV1-52193-338-d1-1_S46,MV1,52193-338,d1,1,MV1-52193-338-d1-1_S46_323,2.1
324,MV1-52193-338-d1-2_S64,MV1,52193-338,d1,2,MV1-52193-338-d1-2_S64_324,2.1
325,MV1-52193-338-d1-3_S64,MV1,52193-338,d1,3,MV1-52193-338-d1-3_S64_325,2.1
317,MFU-52193-34-d1-1_S58,MFU,52193-34,d1,1,MFU-52193-34-d1-1_S58_317,2.5
330,MV1-52193-34-d1-1_S78,MV1,52193-34,d1,1,MV1-52193-34-d1-1_S78_330,2.5
316,MFU-52193-342-d10-1_S82,MFU,52193-342,d10,1,MFU-52193-342-d10-1_S82_316,2.4
